Economy,ISO Code,Region,Income Group,Report Year,WBL INDEX,MOBILITY,Can a woman choose where to live in the same way as a man?,Can a woman travel outside her home in the same way as a man?,Can a woman apply for a passport in the same way as a man?,Can a woman travel outside the country in the same way as a man?,WORKPLACE,Can a woman get a job in the same way as a man?,Does the law prohibit discrimination in employment based on gender?,Is there legislation on sexual harassment in employment?,Are there criminal penalties or civil remedies for sexual harassment in employment?,PAY,Does the law mandate equal remuneration for work of equal value?,Can a woman work at night in the same way as a man?,Can a woman work in a job deemed dangerous in the same way as a man?,Can a woman work in an industrial job in the same way as a man?,MARRIAGE,Is there no legal provision that requires a married woman to obey her husband?,Can a woman be head of household in the same way as a man?,Is there legislation specifically addressing domestic violence?,Can a woman obtain a judgment of divorce in the same way as a man?,Does a woman have the same rights to remarry as a man?,PARENTHOOD,Is paid leave of at least 14 weeks available to mothers?,Length of paid maternity leave,Does the government administer 100% of maternity leave benefits?,Is there paid leave available to fathers?,Length of paid paternity leave,Is there paid parental leave?,Shared days,Days for the mother,Days for the father,Is dismissal of pregnant workers prohibited?,ENTREPRENEURSHIP,Does the law prohibit discrimination in access to credit based on gender?,Can a woman sign a contract in the same way as a man?,Can a woman register a business in the same way as a man?,Can a woman open a bank account in the same way as a man?,ASSETS,Do men and women have equal ownership rights to immovable property?,Do sons and daughters have equal rights to inherit assets from their parents?,Do male and female surviving spouses have equal rights to inherit assets?,Does the law grant spouses equal administrative authority over assets during marriage?,Does the law provide for the valuation of nonmonetary contributions?,PENSION,Is the age at which men and women can retire with full pension benefits the same?,Is the age at which men and women can retire with partial pension benefits the same?,Is the mandatory retirement age for men and women the same?,Are periods of absence due to childcare accounted for in pension benefits?
Japan,JPN,High income: OECD,High income,2008,76.25,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,Yes,Yes,No,80,Yes,98,Yes,Yes,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Japan,JPN,High income: OECD,High income,2009,76.25,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,Yes,Yes,No,80,Yes,98,Yes,Yes,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Japan,JPN,High income: OECD,High income,2010,76.25,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,Yes,Yes,No,80,Yes,98,Yes,Yes,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Japan,JPN,High income: OECD,High income,2011,78.75,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,Yes,Yes,No,100,Yes,98,Yes,Yes,0,Yes,0,309,365,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Japan,JPN,High income: OECD,High income,2012,78.75,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,Yes,Yes,No,100,Yes,98,Yes,Yes,0,Yes,0,309,365,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Japan,JPN,High income: OECD,High income,2013,78.75,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,Yes,Yes,No,100,Yes,98,Yes,Yes,0,Yes,0,309,365,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Japan,JPN,High income: OECD,High income,2014,78.75,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,Yes,Yes,No,100,Yes,98,Yes,Yes,0,Yes,0,309,365,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Japan,JPN,High income: OECD,High income,2015,78.75,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,Yes,Yes,No,100,Yes,98,Yes,Yes,0,Yes,0,309,365,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Japan,JPN,High income: OECD,High income,2016,78.75,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,Yes,Yes,No,100,Yes,98,Yes,Yes,0,Yes,0,309,365,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Japan,JPN,High income: OECD,High income,2017,78.75,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,Yes,Yes,No,100,Yes,98,Yes,Yes,0,Yes,0,309,365,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Japan,JPN,High income: OECD,High income,2018,78.75,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,Yes,Yes,No,100,Yes,98,Yes,Yes,0,Yes,0,309,365,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Japan,JPN,High income: OECD,High income,2019,78.75,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,Yes,Yes,No,100,Yes,98,Yes,Yes,0,Yes,0,309,365,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Japan,JPN,High income: OECD,High income,2020,78.75,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,Yes,Yes,No,100,Yes,98,Yes,Yes,0,Yes,0,309,365,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Japan,JPN,High income: OECD,High income,2021,78.75,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,Yes,Yes,No,100,Yes,98,Yes,Yes,0,Yes,0,309,365,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Japan,JPN,High income: OECD,High income,2022,78.75,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,Yes,Yes,No,100,Yes,98,Yes,Yes,0,Yes,0,309,365,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Jordan,JOR,Middle East & North Africa,Upper middle income,1971,20.625,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,0,No,No,No,No,No,0,No,42,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No
Jordan,JOR,Middle East & North Africa,Upper middle income,1972,20.625,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,0,No,No,No,No,No,0,No,42,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No
Jordan,JOR,Middle East & North Africa,Upper middle income,1973,20.625,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,0,No,No,No,No,No,0,No,42,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No
Jordan,JOR,Middle East & North Africa,Upper middle income,1974,20.625,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,0,No,No,No,No,No,0,No,42,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No
Jordan,JOR,Middle East & North Africa,Upper middle income,1975,20.625,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,0,No,No,No,No,No,0,No,42,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No
Jordan,JOR,Middle East & North Africa,Upper middle income,1976,20.625,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,0,No,No,No,No,No,0,No,42,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No
Jordan,JOR,Middle East & North Africa,Upper middle income,1977,20.625,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,0,No,No,No,No,No,0,No,42,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No
Jordan,JOR,Middle East & North Africa,Upper middle income,1978,20.625,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,0,No,No,No,No,No,0,No,42,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No
Jordan,JOR,Middle East & North Africa,Upper middle income,1979,20.625,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,0,No,No,No,No,No,0,No,42,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No
Jordan,JOR,Middle East & North Africa,Upper middle income,1980,23.125,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,0,No,No,No,No,No,20,No,42,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No
Jordan,JOR,Middle East & North Africa,Upper middle income,1981,26.25,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,0,No,No,No,No,No,20,No,42,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,50,No,Yes,Yes,No
Jordan,JOR,Middle East & North Africa,Upper middle income,1982,26.25,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,0,No,No,No,No,No,20,No,42,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,50,No,Yes,Yes,No
Jordan,JOR,Middle East & North Africa,Upper middle income,1983,26.25,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,0,No,No,No,No,No,20,No,42,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,50,No,Yes,Yes,No
Jordan,JOR,Middle East & North Africa,Upper middle income,1984,26.25,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,0,No,No,No,No,No,20,No,42,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,50,No,Yes,Yes,No
Jordan,JOR,Middle East & North Africa,Upper middle income,1985,26.25,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,0,No,No,No,No,No,20,No,42,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,50,No,Yes,Yes,No
Jordan,JOR,Middle East & North Africa,Upper middle income,1986,26.25,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,0,No,No,No,No,No,20,No,42,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,50,No,Yes,Yes,No
Jordan,JOR,Middle East & North Africa,Upper middle income,1987,26.25,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,0,No,No,No,No,No,20,No,42,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,50,No,Yes,Yes,No
Jordan,JOR,Middle East & North Africa,Upper middle income,1988,26.25,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,0,No,No,No,No,No,20,No,42,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,50,No,Yes,Yes,No
Jordan,JOR,Middle East & North Africa,Upper middle income,1989,26.25,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,0,No,No,No,No,No,20,No,42,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,50,No,Yes,Yes,No
Jordan,JOR,Middle East & North Africa,Upper middle income,1990,26.25,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,0,No,No,No,No,No,20,No,42,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,50,No,Yes,Yes,No
Jordan,JOR,Middle East & North Africa,Upper middle income,1991,26.25,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,0,No,No,No,No,No,20,No,42,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,50,No,Yes,Yes,No
Jordan,JOR,Middle East & North Africa,Upper middle income,1992,26.25,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,0,No,No,No,No,No,20,No,42,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,50,No,Yes,Yes,No
Jordan,JOR,Middle East & North Africa,Upper middle income,1993,26.25,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,0,No,No,No,No,No,20,No,42,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,50,No,Yes,Yes,No
Jordan,JOR,Middle East & North Africa,Upper middle income,1994,26.25,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,0,No,No,No,No,No,20,No,42,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,50,No,Yes,Yes,No
Jordan,JOR,Middle East & North Africa,Upper middle income,1995,26.25,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,0,No,No,No,No,No,20,No,42,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,50,No,Yes,Yes,No
Jordan,JOR,Middle East & North Africa,Upper middle income,1996,26.25,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,0,No,No,No,No,No,20,No,42,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,50,No,Yes,Yes,No
Jordan,JOR,Middle East & North Africa,Upper middle income,1997,26.25,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,0,No,No,No,No,No,20,No,42,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,50,No,Yes,Yes,No
Jordan,JOR,Middle East & North Africa,Upper middle income,1998,26.25,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,0,No,No,No,No,No,20,No,70,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,50,No,Yes,Yes,No
Jordan,JOR,Middle East & North Africa,Upper middle income,1999,26.25,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,0,No,No,No,No,No,20,No,70,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,50,No,Yes,Yes,No
Jordan,JOR,Middle East & North Africa,Upper middle income,2000,26.25,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,0,No,No,No,No,No,20,No,70,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,50,No,Yes,Yes,No
Jordan,JOR,Middle East & North Africa,Upper middle income,2001,26.25,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,0,No,No,No,No,No,20,No,70,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,50,No,Yes,Yes,No
Jordan,JOR,Middle East & North Africa,Upper middle income,2002,26.25,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,0,No,No,No,No,No,20,No,70,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,50,No,Yes,Yes,No
Jordan,JOR,Middle East & North Africa,Upper middle income,2003,26.25,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,0,No,No,No,No,No,20,No,70,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,50,No,Yes,Yes,No
Jordan,JOR,Middle East & North Africa,Upper middle income,2004,26.25,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,0,No,No,No,No,No,20,No,70,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,50,No,Yes,Yes,No
Jordan,JOR,Middle East & North Africa,Upper middle income,2005,26.25,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,0,No,No,No,No,No,20,No,70,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,50,No,Yes,Yes,No
Jordan,JOR,Middle East & North Africa,Upper middle income,2006,26.25,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,0,No,No,No,No,No,20,No,70,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,50,No,Yes,Yes,No
Jordan,JOR,Middle East & North Africa,Upper middle income,2007,26.25,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,0,No,No,No,No,No,20,No,70,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,50,No,Yes,Yes,No
Jordan,JOR,Middle East & North Africa,Upper middle income,2008,26.25,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,0,No,No,No,No,No,20,No,70,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,50,No,Yes,Yes,No
Jordan,JOR,Middle East & North Africa,Upper middle income,2009,28.75,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,20,No,No,Yes,No,No,20,No,70,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,50,No,Yes,Yes,No
Jordan,JOR,Middle East & North Africa,Upper middle income,2010,28.75,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,20,No,No,Yes,No,No,20,No,70,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,50,No,Yes,Yes,No
Jordan,JOR,Middle East & North Africa,Upper middle income,2011,31.875,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,20,No,No,Yes,No,No,20,No,70,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,No,Yes,Yes,Yes
Jordan,JOR,Middle East & North Africa,Upper middle income,2012,31.875,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,20,No,No,Yes,No,No,20,No,70,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,No,Yes,Yes,Yes
Jordan,JOR,Middle East & North Africa,Upper middle income,2013,31.875,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,20,No,No,Yes,No,No,20,No,70,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,No,Yes,Yes,Yes
Jordan,JOR,Middle East & North Africa,Upper middle income,2014,31.875,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,20,No,No,Yes,No,No,20,No,70,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,No,Yes,Yes,Yes
Jordan,JOR,Middle East & North Africa,Upper middle income,2015,31.875,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,20,No,No,Yes,No,No,20,No,70,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,No,Yes,Yes,Yes
Jordan,JOR,Middle East & North Africa,Upper middle income,2016,31.875,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,20,No,No,Yes,No,No,20,No,70,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,No,Yes,Yes,Yes
Jordan,JOR,Middle East & North Africa,Upper middle income,2017,31.875,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,20,No,No,Yes,No,No,20,No,70,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,No,Yes,Yes,Yes
Jordan,JOR,Middle East & North Africa,Upper middle income,2018,31.875,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,20,No,No,Yes,No,No,20,No,70,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,No,Yes,Yes,Yes
Jordan,JOR,Middle East & North Africa,Upper middle income,2019,31.875,0,No,No,No,No,0,No,No,No,No,25,No,No,Yes,No,20,No,No,Yes,No,No,20,No,70,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,No,Yes,Yes,Yes
Jordan,JOR,Middle East & North Africa,Upper middle income,2020,40.625,0,No,No,No,No,0,No,No,No,No,75,Yes,Yes,Yes,No,20,No,No,Yes,No,No,40,No,70,Yes,Yes,3,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,No,Yes,Yes,Yes
Jordan,JOR,Middle East & North Africa,Upper middle income,2021,46.875,25,No,No,Yes,No,0,No,No,No,No,75,Yes,Yes,Yes,No,20,No,No,Yes,No,No,40,No,70,Yes,Yes,3,No,0,0,0,No,100,Yes,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,No,Yes,Yes,Yes
Jordan,JOR,Middle East & North Africa,Upper middle income,2022,46.875,25,No,No,Yes,No,0,No,No,No,No,75,Yes,Yes,Yes,No,20,No,No,Yes,No,No,40,No,70,Yes,Yes,3,No,0,0,0,No,100,Yes,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,No,Yes,Yes,Yes
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,1971,53.125,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,20,No,84,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,1972,50,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,20,No,84,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,1973,55,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,112,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,1974,61.25,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,112,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,1975,61.25,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,112,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,1976,61.25,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,112,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,1977,61.25,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,112,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,1978,61.25,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,112,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,1979,61.25,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,112,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,1980,61.25,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,112,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,1981,58.125,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,112,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,1982,58.125,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,112,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,1983,58.125,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,112,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,1984,58.125,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,112,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,1985,58.125,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,112,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,1986,58.125,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,112,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
