"Country","Year","Marriage_Rate","Same_Sex_Marriage","%Births_Outside_Marriage"
"Slovenia",1966,8600,"not legal",8.7
"Slovenia",1967,8300,"not legal",8.7
"Slovenia",1968,8200,"not legal",8.8
"Slovenia",1969,8200,"not legal",8.4
"Slovenia",1970,8300,"not legal",8.5
"Slovenia",1971,8200,"not legal",8.7
"Slovenia",1972,9000,"not legal",9.7
"Slovenia",1973,8900,"not legal",9.8
"Slovenia",1974,8700,"not legal",9.9
"Slovenia",1975,8600,"not legal",9.9
"Slovenia",1976,8300,"not legal",10.5
"Slovenia",1977,8200,"not legal",10.6
"Slovenia",1978,8400,"not legal",11
"Slovenia",1979,7600,"not legal",11.8
"Slovenia",1980,6500,"not legal",13.1
"Slovenia",1981,6400,"not legal",14.1
"Slovenia",1982,6100,"not legal",15.2
"Slovenia",1983,6200,"not legal",16.9
"Slovenia",1984,5900,"not legal",18.2
"Slovenia",1985,5400,"not legal",19.1
"Slovenia",1986,5400,"not legal",19.7
"Slovenia",1987,5200,"not legal",21.8
"Slovenia",1988,4600,"not legal",22.6
"Slovenia",1989,4900,"not legal",23.2
"Slovenia",1990,4300,"not legal",24.5
"Slovenia",1991,4100,"not legal",26.4
"Slovenia",1992,4600,"not legal",27.7
"Slovenia",1993,4500,"not legal",28
"Slovenia",1994,4200,"not legal",28.8
"Slovenia",1995,4100,"not legal",29.8
"Slovenia",1996,3800,"not legal",31.9
"Slovenia",1997,3800,"not legal",32.7
"Slovenia",1998,3800,"not legal",33.6
"Slovenia",1999,3900,"not legal",35.4
"Slovenia",2000,3600,"not legal",37.1
"Slovenia",2001,3500,"not legal",39.4
"Slovenia",2002,3500,"not legal",40.2
"Slovenia",2003,3400,"not legal",42.5
"Slovenia",2004,3300,"not legal",44.8
"Slovenia",2005,2900,"not legal",46.7
"Slovenia",2006,3200,"some rights",47.2
"Slovenia",2007,3200,"some rights",50.8
"Slovenia",2008,3300,"some rights",52.8
"Slovenia",2009,3200,"some rights",53.6
"Slovenia",2010,3200,"some rights",55.7
"Slovenia",2011,3200,"some rights",56.8
"Slovenia",2012,3400,"some rights",57.6
"Slovenia",2013,3000,"some rights",58
"Slovenia",2014,3200,"some rights",58.3
"Slovenia",2015,3100,"some rights",NA
"Slovenia",2016,3200,"some rights",NA
"Slovenia",2017,3100,"some rights",NA
"South Africa",1995,3599.999905,"not legal",NA
"South Africa",2004,3700.000048,"not legal",NA
"South Africa",2005,3799.999952,"not legal",NA
"South Africa",2006,NA,"legal",NA
"South Korea",1970,9200,"not legal",NA
"South Korea",1971,7300,"not legal",NA
"South Korea",1972,7300,"not legal",NA
"South Korea",1973,7600,"not legal",NA
"South Korea",1974,7500,"not legal",NA
"South Korea",1975,8000,"not legal",NA
"South Korea",1976,8000,"not legal",NA
"South Korea",1977,8300,"not legal",NA
"South Korea",1978,9300,"not legal",NA
"South Korea",1979,9400,"not legal",NA
"South Korea",1980,10600,"not legal",NA
"South Korea",1981,10500,"not legal",NA
"South Korea",1982,9900,"not legal",NA
"South Korea",1983,10300,"not legal",NA
"South Korea",1984,9500,"not legal",NA
"South Korea",1985,9400,"not legal",NA
"South Korea",1986,9500,"not legal",NA
"South Korea",1987,9400,"not legal",NA
"South Korea",1988,9800,"not legal",NA
"South Korea",1989,9700,"not legal",NA
"South Korea",1990,9300,"not legal",NA
"South Korea",1991,9600,"not legal",NA
"South Korea",1992,9600,"not legal",NA
"South Korea",1993,9000,"not legal",NA
"South Korea",1994,8700,"not legal",NA
"South Korea",1995,8700,"not legal",NA
"South Korea",1996,9400,"not legal",NA
"South Korea",1997,8400,"not legal",NA
"South Korea",1998,8000,"not legal",NA
"South Korea",1999,7600,"not legal",NA
"South Korea",2000,7000,"not legal",NA
"South Korea",2001,6700,"not legal",NA
"South Korea",2002,6300,"not legal",NA
"South Korea",2003,6300,"not legal",NA
"South Korea",2004,6400,"not legal",NA
"South Korea",2005,6500,"not legal",NA
"South Korea",2006,6800,"not legal",NA
"South Korea",2007,7000,"not legal",NA
"South Korea",2008,6600,"not legal",NA
"South Korea",2009,6200,"not legal",NA
"South Korea",2010,6500,"not legal",NA
"South Korea",2011,6600,"not legal",NA
"South Korea",2012,6500,"not legal",NA
"South Korea",2013,6400,"not legal",NA
"South Korea",2014,6000,"not legal",NA
"South Korea",2015,5900,"not legal",NA
"South Korea",2016,5500,"not legal",NA
"South Korea",2017,5200,"not legal",NA
"South Korea",2020,NA,"not legal",NA
"Spain",1960,7800,"not legal",2.3
"Spain",1961,7700,"not legal",2.2
"Spain",1962,7600,"not legal",2.1
"Spain",1963,7600,"not legal",1.9
"Spain",1964,7400,"not legal",1.8
"Spain",1965,7100,"not legal",1.7
"Spain",1966,7100,"not legal",1.6
"Spain",1967,7100,"not legal",1.5
"Spain",1968,7000,"not legal",1.4
"Spain",1969,7200,"not legal",1.4
"Spain",1970,7300,"not legal",1.4
"Spain",1971,7400,"not legal",1.3
"Spain",1972,7600,"not legal",1.4
"Spain",1973,7700,"not legal",1.6
"Spain",1974,7600,"not legal",1.5
"Spain",1975,7600,"not legal",2
"Spain",1976,7300,"not legal",2.2
"Spain",1977,7200,"not legal",2.3
"Spain",1978,7000,"not legal",2.5
"Spain",1979,6600,"not legal",2.8
"Spain",1980,5900,"not legal",3.9
"Spain",1981,5400,"not legal",4.4
"Spain",1982,5100,"not legal",5.1
"Spain",1983,5100,"not legal",5.2
"Spain",1984,5200,"not legal",6.8
"Spain",1985,5200,"not legal",8
"Spain",1986,5400,"not legal",8
"Spain",1987,5600,"not legal",8.3
"Spain",1988,5700,"not legal",9.1
"Spain",1989,5700,"not legal",9.4
"Spain",1990,5700,"not legal",9.6
"Spain",1991,5600,"not legal",10
"Spain",1992,5600,"not legal",10.5
"Spain",1993,5100,"not legal",10.8
"Spain",1994,5100,"not legal",10.8
"Spain",1995,5100,"not legal",11.1
"Spain",1996,4900,"not legal",11.7
"Spain",1997,5000,"not legal",13.1
"Spain",1998,5200,"not legal",14.5
"Spain",1999,5200,"not legal",16.3
"Spain",2000,5400,"not legal",17.7
"Spain",2001,5100,"not legal",19.7
"Spain",2002,5100,"not legal",21.7
"Spain",2003,5000,"not legal",23.4
"Spain",2004,5000,"not legal",25.1
"Spain",2005,4700,"legal",26.5
"Spain",2006,4500,"legal",28.4
"Spain",2007,4400,"legal",30.2
"Spain",2008,4200,"legal",33.2
"Spain",2009,3700,"legal",34.5
"Spain",2010,3600,"legal",35.5
"Spain",2011,3400,"legal",37.4
"Spain",2012,3500,"legal",39
"Spain",2013,3300,"legal",40.9
"Spain",2014,3400,"legal",42.5
"Spain",2015,3600,"legal",NA
"Spain",2016,3700,"legal",NA
"Spain",2017,3700,"legal",NA
"Sri Lanka",1970,6900.000095,"not legal",NA
"Sri Lanka",1985,8000,"not legal",NA
"Sri Lanka",1995,9399.999619,"not legal",NA
"Sri Lanka",2004,10100.00038,"not legal",NA
"Sri Lanka",2005,10199.99981,"not legal",NA
"Sri Lanka",2020,NA,"not legal",NA
"Suriname",1980,6699.999809,"not legal",NA
"Suriname",1989,5400.000095,"not legal",NA
"Suriname",1995,5500,"not legal",NA
"Suriname",2004,4000,"not legal",NA
"Suriname",2005,4000,"not legal",NA
"Suriname",2020,NA,"not legal",NA
"Sweden",1960,6700,"not legal",11.3
"Sweden",1961,7000,"not legal",11.7
"Sweden",1962,7100,"not legal",12.4
"Sweden",1963,7000,"not legal",12.6
"Sweden",1964,7600,"not legal",13.1
"Sweden",1965,7800,"not legal",13.8
"Sweden",1966,7800,"not legal",14.5
"Sweden",1967,7200,"not legal",15.1
"Sweden",1968,6600,"not legal",16
"Sweden",1969,6100,"not legal",16.4
"Sweden",1970,5400,"not legal",18.6
"Sweden",1971,4900,"not legal",21.9
"Sweden",1972,4800,"not legal",25.4
"Sweden",1973,4700,"not legal",28.6
"Sweden",1974,5500,"not legal",31.7
"Sweden",1975,5400,"not legal",32.8
"Sweden",1976,5400,"not legal",33.5
"Sweden",1977,4900,"not legal",34.7
"Sweden",1978,4600,"not legal",35.9
"Sweden",1979,4500,"not legal",37.5
"Sweden",1980,4500,"not legal",39.7
"Sweden",1981,4500,"not legal",41.2
"Sweden",1982,4500,"not legal",42
"Sweden",1983,4300,"not legal",43.6
"Sweden",1984,4400,"not legal",44.6
"Sweden",1985,4600,"not legal",46.4
"Sweden",1986,4600,"not legal",48.4
"Sweden",1987,4900,"not legal",49.9
"Sweden",1988,5200,"not legal",50.9
"Sweden",1989,12800,"not legal",51.8
"Sweden",1990,4700,"not legal",47
"Sweden",1991,4300,"not legal",48.2
"Sweden",1992,4300,"not legal",49.5
"Sweden",1993,3900,"not legal",50.4
"Sweden",1994,3900,"not legal",51.6
"Sweden",1995,3799.999952,"not legal",53
"Sweden",1996,3800,"not legal",53.9
"Sweden",1997,3700,"not legal",54.1
"Sweden",1998,3600,"not legal",54.7
"Sweden",1999,4000,"not legal",55.3
"Sweden",2000,4500,"not legal",55.3
"Sweden",2001,4000,"not legal",55.5
"Sweden",2002,4300,"not legal",56
"Sweden",2003,4400,"not legal",56
"Sweden",2004,4800,"not legal",55.4
"Sweden",2005,4900,"not legal",55.4
"Sweden",2006,5000,"not legal",55.5
"Sweden",2007,NA,"not legal",54.8
"Sweden",2008,5500,"not legal",54.7
"Sweden",2009,5100,"legal",54.4
"Sweden",2010,5300,"legal",54.2
"Sweden",2011,5000,"legal",54.3
"Sweden",2012,5300,"legal",54.5
"Sweden",2013,5400,"legal",54.4
"Sweden",2014,5500,"legal",54.6
"Sweden",2015,5300,"legal",NA
"Sweden",2016,5400,"legal",NA
"Sweden",2017,5200,"legal",NA
"Switzerland",1960,7800,"not legal",3.8
"Switzerland",1961,7800,"not legal",4
"Switzerland",1962,8000,"not legal",4.2
"Switzerland",1963,7700,"not legal",4.1
"Switzerland",1964,7600,"not legal",4.2
"Switzerland",1965,7700,"not legal",3.9
"Switzerland",1966,7500,"not legal",3.8
"Switzerland",1967,7600,"not legal",3.9
"Switzerland",1968,7500,"not legal",3.8
"Switzerland",1969,7600,"not legal",3.8
"Switzerland",1970,7600,"not legal",3.8
"Switzerland",1971,7200,"not legal",3.7
"Switzerland",1972,6900,"not legal",3.7
"Switzerland",1973,6500,"not legal",3.8
"Switzerland",1974,6100,"not legal",3.7
"Switzerland",1975,5600,"not legal",3.7
"Switzerland",1976,5100,"not legal",3.8
"Switzerland",1977,5300,"not legal",3.9
"Switzerland",1978,5100,"not legal",4.1
"Switzerland",1979,5400,"not legal",4.4
"Switzerland",1980,5700,"not legal",4.7
"Switzerland",1981,5600,"not legal",5.2
"Switzerland",1982,5800,"not legal",5.5
"Switzerland",1983,5900,"not legal",5.4
"Switzerland",1984,6000,"not legal",5.7
"Switzerland",1985,6000,"not legal",5.6
"Switzerland",1986,6200,"not legal",5.7
"Switzerland",1987,6600,"not legal",5.9
"Switzerland",1988,6900,"not legal",6.1
"Switzerland",1989,6800,"not legal",5.9
"Switzerland",1990,6900,"not legal",6.1
"Switzerland",1991,7000,"not legal",6.5
"Switzerland",1992,6600,"not legal",6.2
"Switzerland",1993,6200,"not legal",6.3
"Switzerland",1994,6100,"not legal",6.4
"Switzerland",1995,5800,"not legal",6.8
"Switzerland",1996,5700,"not legal",7.3
"Switzerland",1997,5500,"not legal",8.1
"Switzerland",1998,5400,"not legal",8.8
"Switzerland",1999,5700,"not legal",10
"Switzerland",2000,5500,"not legal",10.7
"Switzerland",2001,5000,"not legal",11.2
"Switzerland",2002,5500,"not legal",11.7
"Switzerland",2003,5500,"not legal",12.4
"Switzerland",2004,5300,"not legal",13.3
"Switzerland",2005,5400,"not legal",13.7
"Switzerland",2006,5300,"not legal",15.4
"Switzerland",2007,5300,"some rights",16.2
"Switzerland",2008,5400,"some rights",17.1
"Switzerland",2009,5400,"some rights",17.9
"Switzerland",2010,5500,"some rights",18.6
"Switzerland",2011,5300,"some rights",19.3
"Switzerland",2012,5300,"some rights",20.2
"Switzerland",2013,4900,"some rights",21.1
"Switzerland",2014,5100,"some rights",21.7
"Switzerland",2015,5000,"some rights",NA
"Switzerland",2016,5000,"some rights",NA
"Switzerland",2017,4800,"some rights",NA
"Syria",1970,9899.999619,"not legal",NA
"Syria",1985,8899.999619,"not legal",NA
"Syria",1996,8500,"not legal",NA
"Syria",2005,10699.99981,"not legal",NA
"Syria",2006,10600.00038,"not legal",NA
"Syria",2020,NA,"not legal",NA
"Tajikistan",1970,9199.999809,"not legal",NA
"Tajikistan",1985,10500,"not legal",NA
"Tajikistan",1994,6900.000095,"not legal",NA
"Tajikistan",2005,7599.999905,"not legal",NA
"Tajikistan",2006,8199.999809,"not legal",NA
"Tajikistan",2020,NA,"not legal",NA
"Thailand",1970,4300.000191,"not legal",NA
"Thailand",1985,6800.000191,"not legal",NA
"Thailand",1995,8199.999809,"not legal",NA
"Thailand",2004,5800.000191,"not legal",NA
"Thailand",2005,5500,"not legal",NA
"Thailand",2020,NA,"not legal",NA
"Timor",1970,2599.999905,"not legal",NA
"Timor",1992,1600.000024,"not legal",NA
"Timor",2020,NA,"not legal",NA
"Tokelau",1971,3200.000048,"not legal",NA
"Tokelau",1983,2500,"not legal",NA
"Tonga",1970,6400.000095,"not legal",NA
"Tonga",1985,7000,"not legal",NA
"Tonga",1995,8600.000381,"not legal",NA
"Tonga",2002,7599.999905,"not legal",NA
"Tonga",2003,7099.999905,"not legal",NA
"Tonga",2020,NA,"not legal",NA
"Trinidad and Tobago",1970,6800.000191,"not legal",NA
"Trinidad and Tobago",1985,6699.999809,"not legal",NA
"Trinidad and Tobago",1995,5300.000191,"not legal",NA
"Trinidad and Tobago",2004,6099.999905,"not legal",NA
"Trinidad and Tobago",2005,6300.000191,"not legal",NA
"Trinidad and Tobago",2020,NA,"not legal",NA
"Tunisia",1970,6699.999809,"not legal",NA
"Tunisia",1985,6699.999809,"not legal",NA
"Tunisia",1995,6000,"not legal",NA
"Tunisia",2005,7300.000191,"not legal",NA
"Tunisia",2006,8000,"not legal",NA
"Tunisia",2020,NA,"not legal",NA
"Turkey",1970,3299.999952,"not legal",NA
"Turkey",1980,8200,"not legal",NA
"Turkey",1985,7199.999809,"not legal",NA
"Turkey",1996,7599.999905,"not legal",NA
"Turkey",2003,7100,"not legal",NA
"Turkey",2004,9200,"not legal",NA
"Turkey",2005,9500,"not legal",NA
"Turkey",2006,9200,"not legal",NA
"Turkey",2007,9100,"not legal",NA
"Turkey",2008,9000,"not legal",NA
"Turkey",2009,8200,"not legal",NA
"Turkey",2010,8000,"not legal",2.6
"Turkey",2011,8000,"not legal",2.7
"Turkey",2012,8000,"not legal",2.6
"Turkey",2013,7900,"not legal",2.7
"Turkey",2014,7800,"not legal",2.8
"Turkey",2015,7700,"not legal",NA
"Turkey",2016,7500,"not legal",NA
"Turkey",2017,7100,"not legal",NA
"Turkey",2020,NA,"not legal",NA
"Turkmenistan",1970,8600.000381,"not legal",NA
"Turkmenistan",1979,10199.99981,"not legal",NA
"Turkmenistan",1985,9800.000191,"not legal",NA
"Turkmenistan",1998,5400.000095,"not legal",NA
"Turkmenistan",2020,NA,"not legal",NA
"Turks and Caicos Islands",1972,5199.999809,"not legal",NA
"Turks and Caicos Islands",1985,5300.000191,"not legal",NA
"Turks and Caicos Islands",1995,9899.999619,"not legal",NA
"Turks and Caicos Islands",2004,21200.00076,"not legal",NA
"Turks and Caicos Islands",2005,20000,"not legal",NA
"Turks and Caicos Islands",2020,NA,"not legal",NA
"Ukraine",1970,9899.999619,"not legal",NA
"Ukraine",1985,9600.000381,"not legal",NA
"Ukraine",1995,8399.999619,"not legal",NA
"Ukraine",2004,5900,"not legal",NA
"Ukraine",2005,7100,"not legal",NA
"Ukraine",2006,7600,"not legal",NA
"Ukraine",2007,9000,"not legal",NA
"Ukraine",2008,7000,"not legal",NA
"Ukraine",2009,6900,"not legal",NA
"Ukraine",2010,6700,"not legal",NA
"Ukraine",2011,7800,"not legal",NA
"Ukraine",2012,6100,"not legal",NA
"Ukraine",2013,6700,"not legal",NA
"Ukraine",2015,7000,"not legal",NA
"Ukraine",2016,5400,"not legal",NA
"Ukraine",2017,5900,"not legal",NA
"Ukraine",2020,NA,"not legal",NA
"United Arab Emirates",1992,2599.999905,"not legal",NA
"United Arab Emirates",1995,2700.000048,"not legal",NA
"United Arab Emirates",2003,3200.000048,"not legal",NA
"United Arab Emirates",2004,3200.000048,"not legal",NA
"United Arab Emirates",2020,NA,"not legal",NA
"United Kingdom",1960,7500,"not legal",5.2
"United Kingdom",1961,7500,"not legal",5.7
"United Kingdom",1962,7500,"not legal",6.3
"United Kingdom",1963,7500,"not legal",6.6
"United Kingdom",1964,7600,"not legal",6.9
"United Kingdom",1965,7800,"not legal",7.3
"United Kingdom",1966,8000,"not legal",7.6
"United Kingdom",1967,8000,"not legal",8.1
"United Kingdom",1968,8400,"not legal",8.2
"United Kingdom",1969,8100,"not legal",8.1
"United Kingdom",1970,8500,"not legal",8
"United Kingdom",1971,8200,"not legal",8.2
"United Kingdom",1972,8600,"not legal",8.4
"United Kingdom",1973,8100,"not legal",8.4
"United Kingdom",1974,7800,"not legal",8.7
"United Kingdom",1975,7700,"not legal",9
"United Kingdom",1976,7200,"not legal",9
"United Kingdom",1977,7200,"not legal",9.5
"United Kingdom",1978,7400,"not legal",10
"United Kingdom",1979,7400,"not legal",10.6
"United Kingdom",1980,7400,"not legal",11.5
"United Kingdom",1981,7100,"not legal",NA
"United Kingdom",1982,6900,"not legal",14.1
"United Kingdom",1983,6900,"not legal",15.4
"United Kingdom",1984,7000,"not legal",17
"United Kingdom",1985,7000,"not legal",18.9
"United Kingdom",1986,7000,"not legal",21
"United Kingdom",1987,7000,"not legal",22.9
"United Kingdom",1988,6900,"not legal",25.2
"United Kingdom",1989,6900,"not legal",26.6
"United Kingdom",1990,6600,"not legal",27.9
"United Kingdom",1991,6100,"not legal",29.8
"United Kingdom",1992,6200,"not legal",30.8
"United Kingdom",1993,5900,"not legal",31.8
"United Kingdom",1994,5700,"not legal",32
"United Kingdom",1995,5600,"not legal",33.5
"United Kingdom",1996,5500,"not legal",35.5
"United Kingdom",1997,5300,"not legal",36.8
"United Kingdom",1998,5200,"not legal",37.6
"United Kingdom",1999,5100,"not legal",38.8
"United Kingdom",2000,5200,"not legal",39.5
"United Kingdom",2001,4800,"not legal",40.1
"United Kingdom",2002,4900,"not legal",40.6
"United Kingdom",2003,5200,"not legal",41.5
"United Kingdom",2004,NA,"not legal",42.3
"United Kingdom",2005,4699.999809,"not legal",42.9
"United Kingdom",2006,4500,"not legal",43.7
"United Kingdom",2007,4500,"not legal",44.4
"United Kingdom",2008,4400,"not legal",45.4
"United Kingdom",2009,4300,"not legal",46.3
"United Kingdom",2010,4500,"not legal",46.9
"United Kingdom",2011,4500,"not legal",47.3
"United Kingdom",2012,NA,"not legal",47.6
"United Kingdom",2013,4300,"legal",NA
"United Kingdom",2014,4500,"legal",NA
"United Kingdom",2015,4400,"legal",NA
"United Kingdom",2016,4400,"legal",NA
"United States",1920,12000,"not legal",NA
"United States",1921,10700,"not legal",NA
"United States",1922,10300,"not legal",NA
"United States",1923,11000,"not legal",NA
"United States",1924,10400,"not legal",NA
"United States",1925,10300,"not legal",NA
"United States",1926,10200,"not legal",NA
"United States",1927,10100,"not legal",NA
"United States",1928,9800,"not legal",NA
"United States",1929,10100,"not legal",NA
"United States",1930,9200,"not legal",NA
"United States",1931,8600,"not legal",NA
"United States",1932,7900,"not legal",NA
"United States",1933,8700,"not legal",NA
"United States",1934,10300,"not legal",NA
"United States",1935,10400,"not legal",NA
"United States",1936,10700,"not legal",NA
"United States",1937,11300,"not legal",NA
"United States",1938,10300,"not legal",NA
"United States",1939,10700,"not legal",NA
"United States",1940,12100,"not legal",NA
"United States",1941,12700,"not legal",NA
"United States",1942,13200,"not legal",NA
"United States",1943,11700,"not legal",NA
"United States",1944,10900,"not legal",NA
"United States",1945,12200,"not legal",NA
"United States",1946,16400,"not legal",NA
"United States",1947,13900,"not legal",NA
"United States",1948,12400,"not legal",NA
"United States",1949,10600,"not legal",NA
"United States",1950,11100,"not legal",NA
"United States",1951,10400,"not legal",NA
"United States",1952,9900,"not legal",NA
"United States",1953,9800,"not legal",NA
"United States",1954,9200,"not legal",NA
"United States",1955,9300,"not legal",NA
"United States",1956,9500,"not legal",NA
"United States",1957,8900,"not legal",NA
"United States",1958,8400,"not legal",NA
"United States",1959,8500,"not legal",NA
"United States",1960,8500,"not legal",5.3
"United States",1961,8500,"not legal",5.6
"United States",1962,8500,"not legal",5.9
"United States",1963,8800,"not legal",6.3
"United States",1964,9000,"not legal",6.9
"United States",1965,9300,"not legal",7.7
"United States",1966,9500,"not legal",8.4
"United States",1967,9700,"not legal",9
"United States",1968,10400,"not legal",9.7
"United States",1969,10600,"not legal",10
"United States",1970,10600,"not legal",10.7
"United States",1971,10600,"not legal",11.3
"United States",1972,10900,"not legal",12.4
"United States",1973,10800,"not legal",13
"United States",1974,10500,"not legal",13.2
"United States",1975,10000,"not legal",14.3
"United States",1976,9900,"not legal",14.8
"United States",1977,9900,"not legal",15.5
"United States",1978,10300,"not legal",16.3
"United States",1979,10400,"not legal",17.1
"United States",1980,10600,"not legal",18.4
"United States",1981,10600,"not legal",18.9
"United States",1982,10600,"not legal",19.4
"United States",1983,10500,"not legal",20.3
"United States",1984,10500,"not legal",21
"United States",1985,10100,"not legal",22
"United States",1986,10000,"not legal",23.4
"United States",1987,9900,"not legal",24.5
"United States",1988,9700,"not legal",25.7
"United States",1989,9700,"not legal",27.1
"United States",1990,9800,"not legal",28
"United States",1991,9400,"not legal",29.5
"United States",1992,9300,"not legal",30.1
"United States",1993,9000,"not legal",31
"United States",1994,9100,"not legal",32.6
"United States",1995,8900,"not legal",32.2
"United States",1996,8800.000191,"not legal",32.4
"United States",1997,8899.999619,"not legal",32.4
"United States",1998,8399.999619,"not legal",32.8
"United States",1999,8600.000381,"not legal",33
"United States",2000,8300.000191,"not legal",33.2
"United States",2001,8199.999809,"not legal",33.5
"United States",2002,7800.000191,"not legal",34
"United States",2003,7699.999809,"not legal",34.6
"United States",2004,7800.000191,"not legal",35.8
"United States",2005,7599.999905,"not legal",36.9
"United States",2006,7500,"not legal",38.5
"United States",2007,7300.000191,"not legal",39.7
"United States",2008,7099.999905,"not legal",40.6
"United States",2009,6800.000191,"not legal",41
"United States",2010,6800.000191,"not legal",40.8
"United States",2011,6800.000191,"not legal",40.7
"United States",2012,6800.000191,"not legal",40.7
"United States",2013,6800.000191,"not legal",40.6
"United States",2014,6900.000095,"not legal",40.2
"United States",2015,6900.000095,"legal",NA
"United States",2016,7000,"legal",NA
"United States",2017,6900.000095,"legal",NA
"United States",2018,6500,"legal",NA
"United States Virgin Islands",1970,18500,"not legal",NA
"United States Virgin Islands",1985,17700.00076,"not legal",NA
"United States Virgin Islands",1993,34200.00076,"not legal",NA
"United States Virgin Islands",2020,NA,"not legal",NA
"Uruguay",1970,8399.999619,"not legal",NA
"Uruguay",1985,7500,"not legal",NA
"Uruguay",1995,5400.000095,"not legal",NA
"Uruguay",2005,4000,"not legal",NA
"Uruguay",2006,3700.000048,"not legal",NA
"Uruguay",2013,NA,"legal",NA
"Uzbekistan",1970,9100.000381,"not legal",NA
"Uzbekistan",1985,11000,"not legal",NA
"Uzbekistan",1995,7500,"not legal",NA
"Uzbekistan",2000,6900.000095,"not legal",NA
"Uzbekistan",2001,6800.000191,"not legal",NA
"Uzbekistan",2020,NA,"not legal",NA
"Vatican",1970,3099.999905,"not legal",NA
"Vatican",1975,1399.999976,"not legal",NA
"Venezuela",1970,5599.999905,"not legal",NA
"Venezuela",1985,5500,"not legal",NA
"Venezuela",1995,3799.999952,"not legal",NA
"Venezuela",2005,3200.000048,"not legal",NA
"Venezuela",2006,3299.999952,"not legal",NA
"Venezuela",2020,NA,"not legal",NA
"Vietnam",2002,11800.00019,"not legal",NA
"Vietnam",2020,NA,"not legal",NA
"Wallis and Futuna",1970,6300.000191,"not legal",NA
"Western Sahara",1970,6599.999905,"not legal",NA
"Western Sahara",2020,NA,"not legal",NA
"Yemen",2001,500,"not legal",NA
"Yemen",2002,600.000024,"not legal",NA
"Yemen",2020,NA,"not legal",NA
"Afghanistan",2020,NA,"not legal",NA
"Benin",2020,NA,"not legal",NA
"Bhutan",2020,NA,"not legal",NA
"Burkina Faso",2020,NA,"not legal",NA
"Burundi",2020,NA,"not legal",NA
"Cambodia",2020,NA,"not legal",NA
"Cameroon",2020,NA,"not legal",NA
"Central African Republic",2020,NA,"not legal",NA
"Chad",2020,NA,"not legal",NA
"Congo",2020,NA,"not legal",NA
"Cote d'Ivoire",2020,NA,"not legal",NA
"Curacao",2020,NA,"not legal",NA
"Democratic Republic of Congo",2020,NA,"not legal",NA
"Eritrea",2020,NA,"not legal",NA
"French Southern Territories",2020,NA,"not legal",NA
"Gabon",2020,NA,"not legal",NA
"Gambia",2020,NA,"not legal",NA
"Ghana",2020,NA,"not legal",NA
"Guinea",2020,NA,"not legal",NA
"Haiti",2020,NA,"not legal",NA
"India",2020,NA,"not legal",NA
"Kenya",2020,NA,"not legal",NA
"Laos",2020,NA,"not legal",NA
"Lesotho",2020,NA,"not legal",NA
"Liberia",2020,NA,"not legal",NA
"Malawi",2020,NA,"not legal",NA
"Malaysia",2020,NA,"not legal",NA
"Mauritania",2020,NA,"not legal",NA
"Micronesia (country)",2020,NA,"not legal",NA
"Morocco",2020,NA,"not legal",NA
"Myanmar",2020,NA,"not legal",NA
"Namibia",2020,NA,"not legal",NA
"Nepal",2020,NA,"not legal",NA
"Niger",2020,NA,"not legal",NA
"Nigeria",2020,NA,"not legal",NA
"Northern Ireland",2019,NA,"legal",NA
"Oman",2020,NA,"not legal",NA
"Pakistan",2020,NA,"not legal",NA
"Palau",2020,NA,"not legal",NA
"Papua New Guinea",2020,NA,"not legal",NA
"Saint Martin (French part)",2020,NA,"not legal",NA
"Scotland",2014,NA,"legal",NA
"Senegal",2020,NA,"not legal",NA
"Sierra Leone",2020,NA,"not legal",NA
"Sint Maarten (Dutch part)",2020,NA,"not legal",NA
"Solomon Islands",2020,NA,"not legal",NA
"Somalia",2020,NA,"not legal",NA
"South Sudan",2020,NA,"not legal",NA
"Sudan",2020,NA,"not legal",NA
"Taiwan",2019,NA,"legal",NA
"Tanzania",2020,NA,"not legal",NA
"Togo",2020,NA,"not legal",NA
"Tuvalu",2020,NA,"not legal",NA
"Uganda",2020,NA,"not legal",NA
"Vanuatu",2020,NA,"not legal",NA
"West Bank",2020,NA,"not legal",NA
"Zambia",2020,NA,"not legal",NA
"Zimbabwe",2020,NA,"not legal",NA
"Korea",1981,NA,"not legal",1.1
"Korea",1982,NA,"not legal",1.1
"Korea",1983,NA,"not legal",1
"Korea",1984,NA,"not legal",1
"Korea",1985,NA,"not legal",1
"Korea",1986,NA,"not legal",1
"Korea",1987,NA,"not legal",0.9
"Korea",1988,NA,"not legal",0.8
"Korea",1989,NA,"not legal",0.8
"Korea",1990,NA,"not legal",0.9
"Korea",1991,NA,"not legal",1
"Korea",1992,NA,"not legal",1.1
"Korea",1993,NA,"not legal",1.2
"Korea",1994,NA,"not legal",1.3
"Korea",1995,NA,"not legal",1.2
"Korea",1996,NA,"not legal",0.9
"Korea",1997,NA,"not legal",0.6
"Korea",1998,NA,"not legal",0.7
"Korea",1999,NA,"not legal",0.8
"Korea",2000,NA,"not legal",0.9
"Korea",2001,NA,"not legal",1
"Korea",2002,NA,"not legal",1.1
"Korea",2003,NA,"not legal",1.3
"Korea",2004,NA,"not legal",1.3
"Korea",2005,NA,"not legal",1.5
"Korea",2006,NA,"not legal",1.5
"Korea",2007,NA,"not legal",1.6
"Korea",2008,NA,"not legal",1.8
"Korea",2009,NA,"not legal",2
