Entity,Code,Year,"Crude divorce rate (per 1,000 inhabitants)",Duration of marriages ending in divorce,143153-annotations,Share of single parent families,"Estimated average age at marriage, women"
Afghanistan,AFG,1972,NA,NA,NA,NA,18.1
Afghanistan,AFG,2010,NA,NA,NA,NA,21.5
Afghanistan,AFG,2015,NA,NA,NA,1,21.5
Albania,ALB,1960,0.5,NA,NA,NA,NA
Albania,ALB,1961,0.80000001,NA,NA,NA,NA
Albania,ALB,1962,0.69999999,NA,NA,NA,NA
Albania,ALB,1963,0.60000002,NA,NA,NA,NA
Albania,ALB,1964,0.60000002,NA,NA,NA,NA
Albania,ALB,1965,0.60000002,NA,NA,NA,NA
Albania,ALB,1966,0.60000002,NA,NA,NA,NA
Albania,ALB,1967,0.69999999,NA,NA,NA,NA
Albania,ALB,1968,0.89999998,NA,NA,NA,NA
Albania,ALB,1969,0.80000001,NA,NA,NA,NA
Albania,ALB,1970,0.80000001,NA,NA,NA,NA
Albania,ALB,1971,0.80000001,NA,NA,NA,NA
Albania,ALB,1972,0.80000001,NA,NA,NA,NA
Albania,ALB,1973,0.80000001,NA,NA,NA,NA
Albania,ALB,1974,0.80000001,NA,NA,NA,NA
Albania,ALB,1975,0.80000001,NA,NA,NA,NA
Albania,ALB,1976,0.80000001,NA,NA,NA,NA
Albania,ALB,1977,0.80000001,NA,NA,NA,NA
Albania,ALB,1978,0.69999999,NA,NA,NA,NA
Albania,ALB,1979,0.69999999,NA,NA,NA,NA
Albania,ALB,1980,0.80000001,NA,NA,NA,NA
Albania,ALB,1981,0.80000001,NA,NA,NA,NA
Albania,ALB,1982,0.80000001,NA,NA,NA,NA
Albania,ALB,1983,0.80000001,NA,NA,NA,NA
Albania,ALB,1984,0.80000001,NA,NA,NA,NA
Albania,ALB,1985,0.80000001,NA,NA,NA,NA
Albania,ALB,1986,0.80000001,NA,NA,NA,NA
Albania,ALB,1987,0.80000001,NA,NA,NA,NA
Albania,ALB,1988,0.80000001,NA,NA,NA,NA
Albania,ALB,1989,0.80000001,NA,NA,NA,NA
Albania,ALB,1990,0.80000001,NA,NA,NA,NA
Albania,ALB,1991,0.69999999,NA,NA,NA,NA
Albania,ALB,1992,0.69999999,NA,NA,NA,NA
Albania,ALB,1993,0.69999999,NA,NA,NA,NA
Albania,ALB,1994,0.69999999,NA,NA,NA,NA
Albania,ALB,1995,0.69999999,NA,NA,NA,NA
Albania,ALB,1996,0.60000002,NA,NA,NA,NA
Albania,ALB,1997,0.40000001,NA,NA,NA,NA
Albania,ALB,1998,0.60000002,NA,NA,NA,NA
Albania,ALB,1999,0.69999999,NA,NA,NA,NA
Albania,ALB,2000,0.69999999,NA,NA,NA,23.9
Albania,ALB,2001,0.80000001,NA,NA,NA,NA
Albania,ALB,2002,1.1,NA,NA,NA,22.9
Albania,ALB,2003,1.2,NA,NA,NA,NA
Albania,ALB,2004,0.89999998,NA,NA,NA,NA
Albania,ALB,2005,1.3,NA,NA,NA,24.6
Albania,ALB,2006,1.3,NA,NA,NA,NA
Albania,ALB,2007,1,NA,NA,NA,NA
Albania,ALB,2008,1.1,NA,NA,NA,24.6
Albania,ALB,2011,NA,NA,NA,5.2,NA
Albania,ALB,2014,1.5,NA,NA,NA,NA
Albania,ALB,2015,1.3,NA,NA,NA,NA
Albania,ALB,2016,1.9,NA,NA,NA,NA
Albania,ALB,2017,1.6,NA,NA,NA,24.200001
Algeria,DZA,1963,0.40000001,NA,NA,NA,NA
Algeria,DZA,1992,NA,NA,NA,NA,25.9
Algeria,DZA,2002,NA,NA,NA,NA,29.5
Algeria,DZA,2006,NA,NA,NA,NA,29.700001
Algeria,DZA,2012,NA,NA,NA,NA,28.200001
American Samoa,ASM,1970,0.89999998,NA,NA,NA,NA
American Samoa,ASM,1974,NA,NA,NA,NA,23.299999
American Samoa,ASM,1987,1.1,NA,NA,NA,NA
American Samoa,ASM,1990,NA,NA,NA,NA,25.700001
American Samoa,ASM,1993,0.5,NA,NA,NA,NA
American Samoa,ASM,2005,1.3,NA,NA,NA,NA
American Samoa,ASM,2006,1.3,NA,NA,NA,NA
Angola,AGO,1970,0,NA,NA,NA,NA
Angola,AGO,1974,0,NA,NA,NA,NA
Angola,AGO,2001,NA,NA,NA,NA,20.299999
Angola,AGO,2007,NA,NA,NA,6.6,NA
Angola,AGO,2011,NA,NA,NA,7.4,NA
Angola,AGO,2015,NA,NA,NA,NA,21.5
Angola,AGO,2016,NA,NA,NA,13.4,NA
Anguilla,AIA,1985,0.80000001,NA,NA,NA,NA
Anguilla,AIA,2001,NA,NA,NA,NA,28.6
Anguilla,AIA,2004,1.5,NA,NA,NA,NA
Anguilla,AIA,2005,1.6,NA,NA,NA,NA
Antigua and Barbuda,ATG,1971,0.80000001,NA,NA,NA,NA
Antigua and Barbuda,ATG,1985,0.60000002,NA,NA,NA,NA
Antigua and Barbuda,ATG,1991,NA,NA,NA,NA,33.200001
Antigua and Barbuda,ATG,1995,0.40000001,NA,NA,NA,NA
Antigua and Barbuda,ATG,2001,NA,NA,NA,NA,25.700001
Argentina,ARG,1970,NA,NA,NA,7.1,23.1
Argentina,ARG,1980,NA,NA,NA,7,NA
Argentina,ARG,1991,NA,NA,NA,NA,23.299999
Argentina,ARG,2001,NA,NA,NA,10.1,24.6
Argentina,ARG,2010,NA,NA,NA,11.7,24.6
Armenia,ARM,1970,1,NA,NA,NA,NA
Armenia,ARM,1985,1.1,NA,NA,NA,NA
Armenia,ARM,1995,0.69999999,NA,NA,NA,NA
Armenia,ARM,2000,NA,NA,NA,7,22.200001
Armenia,ARM,2004,0.60000002,NA,NA,NA,NA
Armenia,ARM,2005,0.80000001,NA,NA,10.6,23
Armenia,ARM,2006,0.89999998,NA,NA,NA,NA
Armenia,ARM,2007,0.89999998,NA,NA,NA,NA
Armenia,ARM,2008,0.89999998,NA,NA,NA,NA
Armenia,ARM,2009,0.89999998,NA,NA,NA,NA
Armenia,ARM,2010,0.89999998,NA,NA,10,24.5
Armenia,ARM,2011,1,NA,NA,NA,NA
Armenia,ARM,2015,1.2,NA,NA,NA,24.200001
Armenia,ARM,2016,1.2,NA,NA,NA,NA
Aruba,ABW,1974,1.9,NA,NA,NA,NA
Aruba,ABW,1981,NA,NA,NA,NA,25.5
Aruba,ABW,1985,2.8,NA,NA,NA,NA
Aruba,ABW,1991,NA,NA,NA,NA,26.200001
Aruba,ABW,1995,3.0999999,NA,NA,NA,NA
Aruba,ABW,2000,NA,NA,NA,NA,26.799999
Aruba,ABW,2005,4.4000001,NA,NA,NA,NA
Aruba,ABW,2006,5.0999999,NA,NA,NA,NA
Aruba,ABW,2010,NA,NA,NA,11.5,28.5
Australia,AUS,1970,1,NA,NA,NA,NA
Australia,AUS,1980,2.7,NA,NA,NA,NA
Australia,AUS,1981,2.8,NA,NA,NA,NA
Australia,AUS,1982,2.9000001,NA,NA,NA,NA
Australia,AUS,1983,2.8,NA,NA,NA,NA
Australia,AUS,1984,2.8,NA,NA,NA,NA
Australia,AUS,1985,2.5,NA,NA,NA,NA
Australia,AUS,1986,2.5,NA,NA,NA,NA
Australia,AUS,1987,2.4000001,NA,NA,NA,NA
Australia,AUS,1988,2.5,NA,NA,NA,NA
Australia,AUS,1989,2.5,NA,NA,NA,NA
Australia,AUS,1990,2.5,NA,NA,NA,24.299999
Australia,AUS,1991,2.5999999,NA,NA,NA,24.5
Australia,AUS,1992,2.5999999,NA,NA,NA,24.700001
Australia,AUS,1993,2.7,NA,NA,NA,24.799999
Australia,AUS,1994,2.7,NA,NA,NA,25.1
Australia,AUS,1995,2.8,NA,NA,NA,25.299999
Australia,AUS,1996,2.9000001,NA,NA,NA,25.700001
Australia,AUS,1997,2.8,11.10000038,Median duration,NA,25.9
Australia,AUS,1998,2.7,11.19999981,Median duration,NA,26.200001
Australia,AUS,1999,2.8,11.30000019,Median duration,NA,26.4
Australia,AUS,2000,2.5999999,11.60000038,Median duration,NA,26.700001
Australia,AUS,2001,2.8,11.80000019,Median duration,NA,26.9
Australia,AUS,2002,2.7,12,Median duration,NA,27.1
Australia,AUS,2003,2.7,12.19999981,Median duration,NA,27.299999
Australia,AUS,2004,2.5999999,12.30000019,Median duration,NA,27.5
Australia,AUS,2005,2.5999999,12.60000038,Median duration,NA,27.6
Australia,AUS,2006,2.5,12.5,Median duration,9.3,27.6
Australia,AUS,2007,2.3,12.5,Median duration,NA,27.6
Australia,AUS,2008,2.2,12.30000019,Median duration,NA,27.700001
Australia,AUS,2009,2.3,12.30000019,Median duration,NA,27.700001
Australia,AUS,2010,2.3,12.30000019,Median duration,NA,27.9
Australia,AUS,2011,2.2,12.19999981,Median duration,9.1,28
Australia,AUS,2012,2.2,12.19999981,Median duration,NA,28.1
Australia,AUS,2013,2.0999999,12.10000038,Median duration,NA,28.299999
Australia,AUS,2014,2,12,Median duration,NA,28.4
Australia,AUS,2015,2,12.10000038,Median duration,NA,28.5
Australia,AUS,2016,1.9,12,Median duration,NA,28.700001
Australia,AUS,2017,2,12,Median duration,NA,28.799999
Australia,AUS,2018,NA,12.30000019,Median duration,NA,NA
Austria,AUT,1960,1.1,NA,NA,NA,NA
Austria,AUT,1961,1.1,NA,NA,NA,NA
Austria,AUT,1962,1.1,NA,NA,NA,NA
Austria,AUT,1963,1.1,NA,NA,NA,NA
Austria,AUT,1964,1.2,NA,NA,NA,NA
Austria,AUT,1965,1.2,NA,NA,NA,NA
Austria,AUT,1966,1.2,NA,NA,NA,NA
Austria,AUT,1967,1.2,NA,NA,NA,NA
Austria,AUT,1968,1.3,NA,NA,NA,NA
Austria,AUT,1969,1.3,NA,NA,NA,NA
Austria,AUT,1970,1.4,NA,NA,NA,NA
Austria,AUT,1971,1.3,NA,NA,NA,NA
Austria,AUT,1972,1.3,NA,NA,NA,NA
Austria,AUT,1973,1.3,NA,NA,NA,NA
Austria,AUT,1974,1.4,NA,NA,NA,NA
Austria,AUT,1975,1.4,NA,NA,NA,NA
Austria,AUT,1976,1.5,NA,NA,NA,NA
Austria,AUT,1977,1.5,NA,NA,NA,NA
Austria,AUT,1978,1.6,NA,NA,NA,NA
Austria,AUT,1979,1.7,NA,NA,NA,NA
Austria,AUT,1980,1.8,NA,NA,NA,NA
Austria,AUT,1981,1.8,NA,NA,6.2,NA
Austria,AUT,1982,1.9,NA,NA,NA,NA
Austria,AUT,1983,1.9,NA,NA,NA,NA
Austria,AUT,1984,2,NA,NA,NA,NA
Austria,AUT,1985,2,NA,NA,NA,NA
Austria,AUT,1986,1.9,NA,NA,NA,NA
Austria,AUT,1987,1.9,NA,NA,NA,NA
Austria,AUT,1988,2,NA,NA,NA,NA
Austria,AUT,1989,2,NA,NA,NA,NA
Austria,AUT,1990,2.0999999,NA,NA,NA,25.200001
Austria,AUT,1991,2.0999999,NA,NA,7.7,25.4
Austria,AUT,1992,2.0999999,NA,NA,NA,25.6
Austria,AUT,1993,2.0999999,NA,NA,NA,25.799999
Austria,AUT,1994,2.0999999,NA,NA,NA,26.1
Austria,AUT,1995,2.3,NA,NA,NA,26.299999
Austria,AUT,1996,2.3,NA,NA,NA,26.5
Austria,AUT,1997,2.3,NA,NA,NA,26.799999
Austria,AUT,1998,2.2,NA,NA,NA,26.9
Austria,AUT,1999,2.3,NA,NA,NA,27.299999
Austria,AUT,2000,2.4000001,NA,NA,NA,27.4
Austria,AUT,2001,2.5999999,NA,NA,8,27.5
Austria,AUT,2002,2.5,NA,NA,NA,27.700001
Austria,AUT,2003,2.3,NA,NA,NA,27.9
Austria,AUT,2004,2.4000001,NA,NA,NA,28.200001
Austria,AUT,2005,2.4000001,NA,NA,NA,28.6
Austria,AUT,2006,2.5,NA,NA,NA,29.1
Austria,AUT,2007,2.5,NA,NA,NA,29.299999
Austria,AUT,2008,2.4000001,NA,NA,NA,29.5
Austria,AUT,2009,2.3,NA,NA,NA,29.9
Austria,AUT,2010,2.0999999,NA,NA,NA,NA
Austria,AUT,2011,2.0999999,NA,NA,NA,30.299999
Austria,AUT,2012,2,NA,NA,NA,30.6
Austria,AUT,2013,1.9,NA,NA,NA,NA
Austria,AUT,2014,1.9,NA,NA,NA,NA
Austria,AUT,2015,1.9,NA,NA,NA,NA
Austria,AUT,2016,1.8,NA,NA,NA,NA
Austria,AUT,2017,1.8,NA,NA,NA,31.5
Azerbaijan,AZE,1970,1.3,NA,NA,NA,NA
Azerbaijan,AZE,1985,1.2,NA,NA,NA,NA
Azerbaijan,AZE,1995,0.69999999,NA,NA,NA,NA
Azerbaijan,AZE,2004,0.80000001,NA,NA,NA,NA
Azerbaijan,AZE,2005,1.1,NA,NA,NA,NA
Azerbaijan,AZE,2006,0.89999998,NA,NA,NA,NA
Azerbaijan,AZE,2007,1,NA,NA,NA,NA
Azerbaijan,AZE,2008,0.89999998,NA,NA,NA,NA
Azerbaijan,AZE,2009,0.89999998,NA,NA,8.4,NA
Azerbaijan,AZE,2010,1,NA,NA,NA,NA
Azerbaijan,AZE,2011,1.2,NA,NA,NA,NA
Azerbaijan,AZE,2012,1.2,NA,NA,NA,24.299999
Azerbaijan,AZE,2013,1.2,NA,NA,NA,24.299999
Azerbaijan,AZE,2014,1.3,NA,NA,NA,24.299999
Azerbaijan,AZE,2015,1.3,NA,NA,NA,24.299999
Azerbaijan,AZE,2016,1.3,NA,NA,NA,24.200001
Azerbaijan,AZE,2017,1.5,NA,NA,NA,24.200001
Bahamas,BHS,1970,NA,NA,NA,NA,22.4
Bahamas,BHS,1975,0.5,NA,NA,NA,NA
Bahamas,BHS,1980,NA,NA,NA,NA,24.799999
Bahamas,BHS,1985,1.5,NA,NA,NA,NA
Bahamas,BHS,1990,NA,NA,NA,NA,27.200001
Bahamas,BHS,1995,1.3,NA,NA,NA,NA
Bahamas,BHS,2000,NA,NA,NA,NA,27.4
Bahamas,BHS,2005,2.0999999,NA,NA,NA,NA
Bahamas,BHS,2006,2.0999999,NA,NA,NA,NA
Bahamas,BHS,2010,NA,NA,NA,12.9,27.9
Bahrain,BHR,1976,1.3,NA,NA,NA,NA
Bahrain,BHR,1985,1.1,NA,NA,NA,NA
Bahrain,BHR,1991,NA,NA,NA,NA,25.6
Bahrain,BHR,1995,1.2,NA,NA,NA,NA
Bahrain,BHR,2001,NA,NA,NA,NA,26.299999
Bahrain,BHR,2005,1.5,NA,NA,NA,NA
Bahrain,BHR,2006,1.5,NA,NA,NA,NA
Bahrain,BHR,2010,NA,NA,NA,NA,26.9
Bangladesh,BGD,1975,NA,NA,NA,NA,16.700001
Bangladesh,BGD,1993,NA,NA,NA,NA,18.299999
Bangladesh,BGD,1994,NA,NA,NA,5.1,NA
Bangladesh,BGD,1996,NA,NA,NA,NA,18.6
Bangladesh,BGD,1997,NA,NA,NA,5.2,NA
Bangladesh,BGD,1999,NA,NA,NA,NA,18.799999
Bangladesh,BGD,2000,NA,NA,NA,4.4,NA
Bangladesh,BGD,2004,NA,NA,NA,5.3,18.700001
Bangladesh,BGD,2006,NA,NA,NA,NA,18.700001
Bangladesh,BGD,2007,NA,NA,NA,6.4,18.4
Bangladesh,BGD,2011,NA,NA,NA,5.3,18.6
Bangladesh,BGD,2012,NA,NA,NA,NA,19.200001
Bangladesh,BGD,2014,NA,NA,NA,6,18.799999
Barbados,BRB,1970,0.40000001,NA,NA,NA,28.5
Barbados,BRB,1980,NA,NA,NA,NA,30.4
Barbados,BRB,1985,1.2,NA,NA,NA,NA
Barbados,BRB,1990,NA,NA,NA,NA,31.799999
Barbados,BRB,1995,1.5,NA,NA,NA,NA
Barbados,BRB,2010,NA,NA,NA,NA,31.9
Belarus,BLR,1970,1.9,NA,NA,NA,NA
Belarus,BLR,1979,NA,NA,NA,NA,21.299999
Belarus,BLR,1985,3.0999999,NA,NA,NA,NA
Belarus,BLR,1989,NA,NA,NA,NA,21.9
Belarus,BLR,1995,4.0999999,NA,NA,NA,NA
Belarus,BLR,1999,NA,NA,NA,10.5,22.799999
Belarus,BLR,2004,3,NA,NA,NA,NA
Belarus,BLR,2005,3.0999999,NA,NA,NA,NA
Belarus,BLR,2006,3.3,NA,NA,NA,NA
Belarus,BLR,2007,3.7,NA,NA,NA,NA
Belarus,BLR,2008,3.8,NA,NA,NA,NA
Belarus,BLR,2009,3.7,NA,NA,12.3,24.6
Belarus,BLR,2010,3.9000001,NA,NA,NA,NA
Belarus,BLR,2011,4.0999999,NA,NA,NA,NA
Belarus,BLR,2012,4.0999999,NA,NA,NA,NA
Belarus,BLR,2013,3.8,NA,NA,NA,NA
Belarus,BLR,2014,3.7,NA,NA,NA,NA
Belarus,BLR,2015,3.5,NA,NA,NA,NA
Belarus,BLR,2016,3.4000001,NA,NA,NA,NA
Belarus,BLR,2017,3.4000001,NA,NA,NA,NA
Belgium,BEL,1960,0.5,NA,NA,NA,NA
Belgium,BEL,1961,0.5,NA,NA,NA,NA
Belgium,BEL,1962,0.5,NA,NA,NA,NA
Belgium,BEL,1963,0.60000002,NA,NA,NA,NA
Belgium,BEL,1964,0.60000002,NA,NA,NA,NA
Belgium,BEL,1965,0.60000002,NA,NA,NA,NA
Belgium,BEL,1966,0.60000002,NA,NA,NA,NA
Belgium,BEL,1967,0.60000002,NA,NA,NA,NA
Belgium,BEL,1968,0.60000002,NA,NA,NA,NA
Belgium,BEL,1969,0.69999999,NA,NA,NA,NA
Belgium,BEL,1970,0.69999999,NA,NA,NA,NA
Belgium,BEL,1971,0.69999999,NA,NA,NA,NA
Belgium,BEL,1972,0.80000001,NA,NA,NA,NA
Belgium,BEL,1973,0.89999998,NA,NA,NA,NA
Belgium,BEL,1974,1,NA,NA,NA,NA
Belgium,BEL,1975,1.1,NA,NA,NA,NA
Belgium,BEL,1976,1.3,NA,NA,NA,NA
Belgium,BEL,1977,1.3,NA,NA,NA,NA
Belgium,BEL,1978,1.4,NA,NA,NA,NA
Belgium,BEL,1979,1.4,NA,NA,NA,NA
Belgium,BEL,1980,1.5,NA,NA,NA,NA
Belgium,BEL,1981,1.6,NA,NA,NA,NA
Belgium,BEL,1982,1.6,NA,NA,NA,NA
Belgium,BEL,1983,1.7,NA,NA,NA,NA
Belgium,BEL,1984,1.9,NA,NA,NA,NA
Belgium,BEL,1985,1.9,NA,NA,NA,NA
Belgium,BEL,1986,1.9,NA,NA,NA,NA
Belgium,BEL,1987,2,NA,NA,NA,NA
Belgium,BEL,1988,2.0999999,NA,NA,NA,NA
Belgium,BEL,1989,2,NA,NA,NA,NA
Belgium,BEL,1990,2,NA,NA,NA,24.4
Belgium,BEL,1991,2.0999999,NA,NA,NA,24
Belgium,BEL,1992,2.2,NA,NA,NA,24.799999
Belgium,BEL,1993,2.0999999,NA,NA,NA,25.1
Belgium,BEL,1994,2.2,NA,NA,NA,25.4
Belgium,BEL,1995,3.5,NA,NA,NA,25.6
Belgium,BEL,1996,2.8,NA,NA,NA,25.700001
Belgium,BEL,1997,2.5999999,NA,NA,NA,25.9
Belgium,BEL,1998,2.5999999,NA,NA,NA,26
Belgium,BEL,1999,2.5999999,NA,NA,NA,26.299999
Belgium,BEL,2000,2.5999999,NA,NA,NA,26.9
Belgium,BEL,2001,2.8,NA,NA,NA,26.700001
Belgium,BEL,2002,3,NA,NA,NA,27
Belgium,BEL,2003,3,NA,NA,NA,27.5
Belgium,BEL,2004,3,NA,NA,NA,27.9
Belgium,BEL,2005,2.9000001,NA,NA,NA,28.1
Belgium,BEL,2006,2.8,NA,NA,NA,28.4
Belgium,BEL,2007,2.8,NA,NA,NA,28.6
Belgium,BEL,2008,3.3,NA,NA,NA,28.9
Belgium,BEL,2009,3,NA,NA,NA,29.299999
Belgium,BEL,2010,2.7,NA,NA,NA,29.4
Belgium,BEL,2011,2.5,NA,NA,9.2,NA
Belgium,BEL,2012,2.3,NA,NA,NA,NA
Belgium,BEL,2013,2.2,NA,NA,NA,NA
Belgium,BEL,2014,2.2,NA,NA,NA,NA
Belgium,BEL,2015,2.2,NA,NA,NA,NA
Belgium,BEL,2016,2.0999999,NA,NA,NA,NA
Belgium,BEL,2017,2,NA,NA,NA,31.200001
Belize,BLZ,1968,0.1,NA,NA,NA,NA
Belize,BLZ,1970,NA,NA,NA,NA,22.6
Belize,BLZ,1980,NA,NA,NA,NA,23.9
Belize,BLZ,1985,0.40000001,NA,NA,NA,NA
Belize,BLZ,1991,NA,NA,NA,NA,26.200001
Belize,BLZ,1995,0.60000002,NA,NA,NA,NA
Belize,BLZ,2000,NA,NA,NA,NA,21
Belize,BLZ,2001,0.1,NA,NA,NA,NA
Belize,BLZ,2002,0.2,NA,NA,NA,NA
Belize,BLZ,2010,NA,NA,NA,NA,28.6
Benin,BEN,1996,NA,NA,NA,7,19.9
Benin,BEN,2001,NA,NA,NA,8.3,20.299999
Benin,BEN,2006,NA,NA,NA,10.3,20.5
Benin,BEN,2011,NA,NA,NA,NA,21.299999
Benin,BEN,2012,NA,NA,NA,11.5,NA
Benin,BEN,2014,NA,NA,NA,NA,21.200001
Benin,BEN,2017,NA,NA,NA,NA,20.700001
Bermuda,BMU,1970,2.7,NA,NA,NA,NA
Bermuda,BMU,1980,NA,NA,NA,NA,25.6
Bermuda,BMU,1985,3.7,NA,NA,NA,NA
Bermuda,BMU,1991,NA,NA,NA,NA,28.9
Bermuda,BMU,1995,3.7,NA,NA,NA,NA
Bermuda,BMU,2000,NA,NA,NA,10.7,29.799999
Bermuda,BMU,2005,3.4000001,NA,NA,NA,NA
Bermuda,BMU,2006,2.8,NA,NA,NA,NA
Bermuda,BMU,2010,NA,NA,NA,12.3,30.6
Bermuda,BMU,2016,NA,NA,NA,NA,31.9
Bhutan,BTN,2005,NA,NA,NA,NA,21.799999
Bhutan,BTN,2017,NA,NA,NA,NA,23.799999
Bolivia,BOL,1988,NA,NA,NA,NA,22.200001
Bolivia,BOL,1989,NA,NA,NA,NA,22.200001
Bolivia,BOL,1993,NA,NA,NA,NA,22
Bolivia,BOL,1994,NA,NA,NA,10.4,NA
Bolivia,BOL,1998,NA,NA,NA,9.8,22.799999
Bolivia,BOL,2000,NA,NA,NA,NA,22.4
Bolivia,BOL,2003,NA,NA,NA,10.4,22.6
Bolivia,BOL,2008,NA,NA,NA,11.7,22.700001
Bolivia,BOL,2016,NA,NA,NA,NA,24
Bosnia and Herzegovina,BIH,1970,0.89999998,NA,NA,NA,NA
Bosnia and Herzegovina,BIH,1985,0.69999999,NA,NA,NA,NA
Bosnia and Herzegovina,BIH,1997,0.5,NA,NA,NA,NA
Bosnia and Herzegovina,BIH,2000,NA,NA,NA,NA,23.6
Bosnia and Herzegovina,BIH,2004,0.40000001,NA,NA,NA,NA
Bosnia and Herzegovina,BIH,2005,0.5,NA,NA,NA,NA
Bosnia and Herzegovina,BIH,2006,0.40000001,NA,NA,NA,24.5
Bosnia and Herzegovina,BIH,2007,0.5,NA,NA,NA,NA
Bosnia and Herzegovina,BIH,2008,0.40000001,NA,NA,NA,NA
Bosnia and Herzegovina,BIH,2009,0.40000001,NA,NA,NA,NA
Bosnia and Herzegovina,BIH,2010,0.40000001,NA,NA,NA,NA
Bosnia and Herzegovina,BIH,2011,NA,NA,NA,NA,25.700001
Bosnia and Herzegovina,BIH,2012,0.60000002,NA,NA,NA,NA
Botswana,BWA,1971,NA,NA,NA,NA,24.9
Botswana,BWA,1981,NA,NA,NA,6.3,26.4
Botswana,BWA,1991,NA,NA,NA,8.9,26.9
Botswana,BWA,2001,6.9000001,NA,NA,8.7,26.4
Botswana,BWA,2011,NA,NA,NA,9.3,24.799999
Brazil,BRA,1960,NA,NA,NA,6.2,NA
Brazil,BRA,1970,NA,NA,NA,6.6,23
Brazil,BRA,1980,NA,NA,NA,6.9,22.700001
Brazil,BRA,1985,0.30000001,NA,NA,NA,NA
Brazil,BRA,1991,NA,NA,NA,8.1,22.5
Brazil,BRA,1995,0.60000002,NA,NA,NA,NA
Brazil,BRA,2000,NA,NA,NA,10.1,23.1
Brazil,BRA,2005,0.80000001,NA,NA,NA,NA
Brazil,BRA,2006,0.89999998,NA,NA,NA,NA
Brazil,BRA,2010,NA,NA,NA,10.5,23.9
British Virgin Islands,VGB,1970,NA,NA,NA,NA,24.299999
British Virgin Islands,VGB,1971,0.30000001,NA,NA,NA,NA
British Virgin Islands,VGB,1980,NA,NA,NA,NA,26.4
British Virgin Islands,VGB,1985,1.2,NA,NA,NA,NA
British Virgin Islands,VGB,1991,NA,NA,NA,NA,28.4
British Virgin Islands,VGB,1997,1.6,NA,NA,NA,NA
British Virgin Islands,VGB,2003,3.5999999,NA,NA,NA,NA
British Virgin Islands,VGB,2004,2.8,NA,NA,NA,NA
Brunei,BRN,1970,0.40000001,NA,NA,NA,NA
Brunei,BRN,1971,NA,NA,NA,NA,22.4
Brunei,BRN,1981,NA,NA,NA,NA,23.6
Brunei,BRN,1985,0.69999999,NA,NA,NA,NA
Brunei,BRN,1991,NA,NA,NA,NA,25.1
Brunei,BRN,1996,1.2,NA,NA,NA,NA
Brunei,BRN,2003,1,NA,NA,NA,NA
Brunei,BRN,2004,1.1,NA,NA,NA,NA
Brunei,BRN,2011,NA,NA,NA,NA,26.1
Bulgaria,BGR,1961,1.1,NA,NA,NA,NA
Bulgaria,BGR,1962,1,NA,NA,NA,NA
Bulgaria,BGR,1963,1,NA,NA,NA,NA
Bulgaria,BGR,1964,1.1,NA,NA,NA,NA
Bulgaria,BGR,1965,1.1,NA,NA,NA,NA
Bulgaria,BGR,1966,1,NA,NA,NA,NA
Bulgaria,BGR,1967,1.2,NA,NA,NA,NA
Bulgaria,BGR,1968,1.2,NA,NA,NA,NA
Bulgaria,BGR,1969,1.1,NA,NA,NA,NA
Bulgaria,BGR,1970,1.2,NA,NA,NA,NA
Bulgaria,BGR,1971,1.1,NA,NA,NA,NA
Bulgaria,BGR,1972,1.2,NA,NA,NA,NA
Bulgaria,BGR,1973,1.3,NA,NA,NA,NA
Bulgaria,BGR,1974,1.3,NA,NA,NA,NA
Bulgaria,BGR,1975,1.3,NA,NA,NA,NA
Bulgaria,BGR,1976,1.3,NA,NA,NA,NA
Bulgaria,BGR,1977,1.5,NA,NA,NA,NA
Bulgaria,BGR,1978,1.4,NA,NA,NA,NA
Bulgaria,BGR,1979,1.4,NA,NA,NA,NA
Bulgaria,BGR,1980,1.5,NA,NA,NA,NA
Bulgaria,BGR,1981,1.5,NA,NA,NA,NA
Bulgaria,BGR,1982,1.5,NA,NA,NA,NA
Bulgaria,BGR,1983,1.6,NA,NA,NA,NA
Bulgaria,BGR,1984,1.5,NA,NA,NA,NA
Bulgaria,BGR,1985,1.6,NA,NA,NA,NA
Bulgaria,BGR,1986,1.1,NA,NA,NA,NA
Bulgaria,BGR,1987,1.3,NA,NA,NA,NA
Bulgaria,BGR,1988,1.4,NA,NA,NA,NA
Bulgaria,BGR,1989,1.4,NA,NA,NA,NA
Bulgaria,BGR,1990,1.3,NA,NA,NA,21.5
Bulgaria,BGR,1991,1.3,NA,NA,NA,21.5
Bulgaria,BGR,1992,1.1,NA,NA,NA,21.700001
Bulgaria,BGR,1993,0.89999998,NA,NA,NA,22
Bulgaria,BGR,1994,0.89999998,NA,NA,NA,22.4
Bulgaria,BGR,1995,1.3,NA,NA,NA,22.700001
Bulgaria,BGR,1996,1.2,NA,NA,NA,23
Bulgaria,BGR,1997,1.1,NA,NA,NA,23.299999
Bulgaria,BGR,1998,1.3,NA,NA,NA,23.4
Bulgaria,BGR,1999,1.2,NA,NA,NA,23.700001
Bulgaria,BGR,2000,1.3,NA,NA,NA,24.700001
Bulgaria,BGR,2001,1.3,NA,NA,6.5,24.700001
Bulgaria,BGR,2002,1.3,NA,NA,NA,24.6
Bulgaria,BGR,2003,1.5,NA,NA,NA,25
Bulgaria,BGR,2004,1.9,NA,NA,NA,25.299999
Bulgaria,BGR,2005,1.9,NA,NA,NA,25.6
